-0.019888,[0.0, 1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 6.0, 7.0, 1.0, 0.0, 8.0, 7.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 1.0, 3.0, 3.0, 3.0, 0.0, 1.0, 5.0, 6.0]
-0.013231,[0.0, 1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 6.0, 7.0, 1.0, 0.0, 8.0, 7.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 1.0, 3.0, 3.0, 0.0, 0.0, 1.0, 5.0, 6.0]
-0.010273,[0.0, 1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 6.0, 7.0, 1.0, 0.0, 8.0, 7.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 6.0, 3.0, 3.0, 0.0, 0.0, 1.0, 5.0, 6.0]
-0.008629,[0.0, 1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 4.0, 5.0, 6.0, 6.0, 3.0, 2.0, 7.0, 4.0, 1.0, 0.0, 8.0, 4.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 7.0, 3.0, 3.0, 0.0, 0.0, 1.0, 6.0, 7.0]
0.001890,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 4.0, 5.0, 6.0, 6.0, 0.0, 2.0, 7.0, 4.0, 1.0, 3.0, 8.0, 4.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 7.0, 0.0, 0.0, 3.0, 3.0, 1.0, 6.0, 7.0]
0.017012,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 4.0, 5.0, 3.0, 3.0, 0.0, 2.0, 6.0, 4.0, 1.0, 7.0, 8.0, 4.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 6.0, 0.0, 0.0, 7.0, 7.0, 1.0, 3.0, 6.0]
0.016354,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 4.0, 5.0, 3.0, 3.0, 0.0, 2.0, 6.0, 4.0, 1.0, 7.0, 8.0, 3.0, 1.0, 8.0, 9.0, 10.0, 11.0, 2.0, 11.0, 6.0, 0.0, 0.0, 7.0, 7.0, 1.0, 3.0, 6.0]
0.029504,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 4.0, 5.0, 3.0, 3.0, 0.0, 2.0, 6.0, 4.0, 1.0, 7.0, 8.0, 3.0, 1.0, 8.0, 9.0, 10.0, 11.0, 11.0, 11.0, 6.0, 0.0, 0.0, 7.0, 7.0, 1.0, 3.0, 6.0]
0.030983,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 4.0, 5.0, 3.0, 3.0, 0.0, 2.0, 6.0, 4.0, 1.0, 7.0, 8.0, 9.0, 1.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 6.0, 0.0, 0.0, 7.0, 7.0, 1.0, 3.0, 6.0]
0.037558,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 9.0, 1.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 5.0, 0.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.040680,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 9.0, 1.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 5.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.040680,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 9.0, 1.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 9.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.040023,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 9.0, 0.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 9.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.039530,[0.0, 1.0, 2.0, 2.0, 2.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 9.0, 0.0, 8.0, 10.0, 9.0, 11.0, 11.0, 11.0, 9.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.038379,[0.0, 1.0, 2.0, 2.0, 2.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 3.0, 0.0, 8.0, 9.0, 10.0, 11.0, 11.0, 11.0, 10.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.038051,[0.0, 1.0, 2.0, 2.0, 2.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 3.0, 0.0, 8.0, 9.0, 5.0, 10.0, 10.0, 10.0, 11.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
0.038544,[0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 3.0, 3.0, 0.0, 2.0, 5.0, 6.0, 1.0, 7.0, 8.0, 3.0, 0.0, 8.0, 9.0, 5.0, 10.0, 10.0, 10.0, 11.0, 4.0, 0.0, 7.0, 7.0, 1.0, 3.0, 5.0]
